TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
PESADOS;CARGA;;;2024;GASOLINA;39008;RPM EN RALENTI;755;2
PESADOS;CARGA;;;2024;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;66;2
PESADOS;CARGA;;;2024;GASOLINA;39503;O2 EN ALTAS RPM;1;2
PESADOS;CARGA;;;2024;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;2
PESADOS;CARGA;;;2024;GASOLINA;39508;RPM EN ALTAS;2405;2
PESADOS;CARGA;;;2025;DIESEL;1301;ODOMETRO VEHICULO;3115;136
PESADOS;CARGA;;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;14;114
PESADOS;CARGA;CARGA;;1996;DIESEL;1301;ODOMETRO VEHICULO;714498;4
PESADOS;CARGA;CARGA;;2003;DIESEL;1301;ODOMETRO VEHICULO;299998;24
PESADOS;CARGA;CARGA;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;14;13
PESADOS;CARGA;CARGA;;2004;DIESEL;1301;ODOMETRO VEHICULO;784401;21
PESADOS;CARGA;CARGA;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;35;12
PESADOS;CARGA;CARGA;;2005;DIESEL;1301;ODOMETRO VEHICULO;307829;56
PESADOS;CARGA;CARGA;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;36;43
PESADOS;CARGA;CARGA;;2006;DIESEL;1301;ODOMETRO VEHICULO;379337;48
PESADOS;CARGA;CARGA;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;20;29
PESADOS;CARGA;CARGA;;2007;DIESEL;1301;ODOMETRO VEHICULO;322588;191
PESADOS;CARGA;CARGA;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;26;121
PESADOS;CARGA;CARGA;;2008;DIESEL;1301;ODOMETRO VEHICULO;303047;262
PESADOS;CARGA;CARGA;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;26;162
PESADOS;CARGA;CARGA;;2009;DIESEL;1301;ODOMETRO VEHICULO;298061;337
PESADOS;CARGA;CARGA;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;23;213
PESADOS;CARGA;CARGA;;2010;DIESEL;1301;ODOMETRO VEHICULO;275630;271
PESADOS;CARGA;CARGA;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;21;167
PESADOS;CARGA;CARGA;;2011;DIESEL;1301;ODOMETRO VEHICULO;252766;551
PESADOS;CARGA;CARGA;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;24;358
PESADOS;CARGA;CARGA;;2012;DIESEL;1301;ODOMETRO VEHICULO;238226;704
PESADOS;CARGA;CARGA;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;24;438
PESADOS;CARGA;CARGA;;2013;DIESEL;1301;ODOMETRO VEHICULO;202000;914
PESADOS;CARGA;CARGA;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;23;588
PESADOS;CARGA;CARGA;;2014;DIESEL;1301;ODOMETRO VEHICULO;175821;1040
PESADOS;CARGA;CARGA;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;23;645
PESADOS;CARGA;CARGA;;2015;DIESEL;1301;ODOMETRO VEHICULO;148710;2051
PESADOS;CARGA;CARGA;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;26;1412
PESADOS;CARGA;CARGA;;2016;DIESEL;1301;ODOMETRO VEHICULO;132081;720
PESADOS;CARGA;CARGA;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;27;479
PESADOS;CARGA;CARGA;;2017;DIESEL;1301;ODOMETRO VEHICULO;118882;76
PESADOS;CARGA;CARGA;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;23;55
PESADOS;CARGA;CARGA;;2018;DIESEL;1301;ODOMETRO VEHICULO;111985;255
PESADOS;CARGA;CARGA;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;26;189
PESADOS;CARGA;CARGA;;2019;DIESEL;1301;ODOMETRO VEHICULO;87367;331
PESADOS;CARGA;CARGA;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;17;237
PESADOS;CARGA;CARGA;;2019;GASOLINA;1301;ODOMETRO VEHICULO;62466;11
PESADOS;CARGA;CARGA;;2019;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;99;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39003;O2 EN BAJAS;1;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39008;RPM EN RALENTI;875;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;73;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39503;O2 EN ALTAS RPM;0;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;8
PESADOS;CARGA;CARGA;;2019;GASOLINA;39508;RPM EN ALTAS;2426;8
PESADOS;CARGA;CARGA;;2020;DIESEL;1301;ODOMETRO VEHICULO;76491;322
PESADOS;CARGA;CARGA;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;19;246
PESADOS;CARGA;CARGA;;2021;DIESEL;1301;ODOMETRO VEHICULO;72323;202
PESADOS;CARGA;CARGA;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;21;155
PESADOS;CARGA;CARGA;;2022;DIESEL;1301;ODOMETRO VEHICULO;58526;258
PESADOS;CARGA;CARGA;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;21;204
PESADOS;CARGA;CARGA;;2023;DIESEL;1301;ODOMETRO VEHICULO;39965;195
PESADOS;CARGA;CARGA;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;20;154
PESADOS;CARGA;CARGA;;2023;GASOLINA;1301;ODOMETRO VEHICULO;52881;2
PESADOS;CARGA;CARGA;;2023;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;3;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39003;O2 EN BAJAS;2;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39008;RPM EN RALENTI;760;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;0;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39503;O2 EN ALTAS RPM;1;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
PESADOS;CARGA;CARGA;;2023;GASOLINA;39508;RPM EN ALTAS;2700;1
PESADOS;CARGA;CARGA;;2024;DIESEL;1301;ODOMETRO VEHICULO;9866;121
PESADOS;CARGA;CARGA;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;18;93
PESADOS;CARGA;CARGA;;2025;DIESEL;1301;ODOMETRO VEHICULO;3279;3
PESADOS;CARGA;CARGA;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;13;2
PESADOS;CARGA;CARGA;;2005;DIESEL;1301;ODOMETRO VEHICULO;411120;77
PESADOS;CARGA;CARGA;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;29;41
PESADOS;CARGA;CARGA;;2007;DIESEL;1301;ODOMETRO VEHICULO;386805;26
PESADOS;CARGA;CARGA;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;20;16
PESADOS;CARGA;CARGA;;2009;DIESEL;1301;ODOMETRO VEHICULO;327200;24
PESADOS;CARGA;CARGA;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;20;15
PESADOS;CARGA;CARGA;;2010;DIESEL;1301;ODOMETRO VEHICULO;388445;118
PESADOS;CARGA;CARGA;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;28;78
PESADOS;CARGA;CARGA;;2011;DIESEL;1301;ODOMETRO VEHICULO;217797;20
PESADOS;CARGA;CARGA;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;14;12
PESADOS;CARGA;CARGA;;2012;DIESEL;1301;ODOMETRO VEHICULO;180540;27
PESADOS;CARGA;CARGA;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;35;16
PESADOS;CARGA;CARGA;;1987;DIESEL;1301;ODOMETRO VEHICULO;805556;18
PESADOS;CARGA;CARGA;;1987;DIESEL;38501;OPACIDAD - VEHI. DIE;27;8
PESADOS;CARGA;CHIVAS;;2005;DIESEL;1301;ODOMETRO VEHICULO;573897;3
PESADOS;CARGA;CHIVAS;;2013;DIESEL;1301;ODOMETRO VEHICULO;167267;12
PESADOS;CARGA;TURISMO;;2024;DIESEL;1301;ODOMETRO VEHICULO;2057;2
PESADOS;CARGA;TURISMO;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;31;2
PESADOS;ELECTRICO CARGA;;;2022;DIESEL;1301;ODOMETRO VEHICULO;90;2
PESADOS;ELECTRICO CARGA;;;2023;DIESEL;1301;ODOMETRO VEHICULO;9297;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;1301;ODOMETRO VEHICULO;73281;2
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;265;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39003;O2 EN BAJAS;1;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39008;RPM EN RALENTI;720;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;208;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39503;O2 EN ALTAS RPM;0;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;4;1
PESADOS;FURGONETA PESADA;;;1968;GASOLINA;39508;RPM EN ALTAS;2420;1
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;1301;ODOMETRO VEHICULO;44935;4
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;202;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39003;O2 EN BAJAS;1;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;1;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39008;RPM EN RALENTI;805;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;151;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39503;O2 EN ALTAS RPM;1;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;1;2
PESADOS;FURGONETA PESADA;;;1979;GASOLINA;39508;RPM EN ALTAS;2390;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;1301;ODOMETRO VEHICULO;63926;3
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;2053;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39003;O2 EN BAJAS;2;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;2;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39008;RPM EN RALENTI;980;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;2305;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39503;O2 EN ALTAS RPM;3;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;2;2
PESADOS;FURGONETA PESADA;;;1980;GASOLINA;39508;RPM EN ALTAS;2520;2
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;1301;ODOMETRO VEHICULO;13867;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;253;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39003;O2 EN BAJAS;1;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;4;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39008;RPM EN RALENTI;913;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;194;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39503;O2 EN ALTAS RPM;2;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;3;3
PESADOS;FURGONETA PESADA;;;1993;GASOLINA;39508;RPM EN ALTAS;2486;3
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;1301;ODOMETRO VEHICULO;126756;2
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;186;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39003;O2 EN BAJAS;0;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39008;RPM EN RALENTI;700;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;72;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39503;O2 EN ALTAS RPM;0;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
PESADOS;FURGONETA PESADA;;;1995;GASOLINA;39508;RPM EN ALTAS;2380;1
PESADOS;FURGONETA PESADA;;;1996;DIESEL;1301;ODOMETRO VEHICULO;26231;8
PESADOS;FURGONETA PESADA;;;1996;DIESEL;38501;OPACIDAD - VEHI. DIE;8;5
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;1301;ODOMETRO VEHICULO;115931;2
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;629;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39003;O2 EN BAJAS;0;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39008;RPM EN RALENTI;900;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;85;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39503;O2 EN ALTAS RPM;0;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
PESADOS;FURGONETA PESADA;;;1998;GASOLINA;39508;RPM EN ALTAS;2400;1
PESADOS;FURGONETA PESADA;;;2001;DIESEL;1301;ODOMETRO VEHICULO;38459;2
PESADOS;FURGONETA PESADA;;;2001;DIESEL;38501;OPACIDAD - VEHI. DIE;2;2
PESADOS;FURGONETA PESADA;;;2002;DIESEL;1301;ODOMETRO VEHICULO;354248;35
PESADOS;FURGONETA PESADA;;;2002;DIESEL;38501;OPACIDAD - VEHI. DIE;29;24
PESADOS;FURGONETA PESADA;;;2003;DIESEL;1301;ODOMETRO VEHICULO;411343;202
PESADOS;FURGONETA PESADA;;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;44;162
PESADOS;FURGONETA PESADA;;;2004;DIESEL;1301;ODOMETRO VEHICULO;330817;164
PESADOS;FURGONETA PESADA;;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;40;125
PESADOS;FURGONETA PESADA;;;2005;DIESEL;1301;ODOMETRO VEHICULO;385711;184
PESADOS;FURGONETA PESADA;;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;41;133
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;1301;ODOMETRO VEHICULO;87993;38
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;118;24
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39003;O2 EN BAJAS;0;23
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;23
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39008;RPM EN RALENTI;784;23
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;58;23
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39503;O2 EN ALTAS RPM;1;23
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;24
PESADOS;FURGONETA PESADA;;;2005;GASOLINA;39508;RPM EN ALTAS;2427;23
PESADOS;FURGONETA PESADA;;;2006;DIESEL;1301;ODOMETRO VEHICULO;352501;184
PESADOS;FURGONETA PESADA;;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;42;140
PESADOS;FURGONETA PESADA;;;2007;DIESEL;1301;ODOMETRO VEHICULO;232220;133
PESADOS;FURGONETA PESADA;;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;36;89
PESADOS;FURGONETA PESADA;;;2008;DIESEL;1301;ODOMETRO VEHICULO;200303;86
PESADOS;FURGONETA PESADA;;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;36;66
PESADOS;FURGONETA PESADA;;;2010;DIESEL;1301;ODOMETRO VEHICULO;225937;203
PESADOS;FURGONETA PESADA;;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;43;178
PESADOS;FURGONETA PESADA;;;2011;DIESEL;1301;ODOMETRO VEHICULO;260257;180
PESADOS;FURGONETA PESADA;;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;42;149
PESADOS;FURGONETA PESADA;;;2012;DIESEL;1301;ODOMETRO VEHICULO;154917;312
PESADOS;FURGONETA PESADA;;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;36;253
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;1301;ODOMETRO VEHICULO;82825;31
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;32;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39003;O2 EN BAJAS;0;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39008;RPM EN RALENTI;725;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;27;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39503;O2 EN ALTAS RPM;0;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;22
PESADOS;FURGONETA PESADA;;;2012;GASOLINA;39508;RPM EN ALTAS;2481;21
PESADOS;FURGONETA PESADA;;;2013;DIESEL;1301;ODOMETRO VEHICULO;168071;458
PESADOS;FURGONETA PESADA;;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;14;379
PESADOS;FURGONETA PESADA;;;2014;DIESEL;1301;ODOMETRO VEHICULO;176760;887
PESADOS;FURGONETA PESADA;;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;13;715
PESADOS;FURGONETA PESADA;;;2015;DIESEL;1301;ODOMETRO VEHICULO;130265;522
PESADOS;FURGONETA PESADA;;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;11;398
PESADOS;FURGONETA PESADA;;;2016;DIESEL;1301;ODOMETRO VEHICULO;164898;180
PESADOS;FURGONETA PESADA;;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;8;139
PESADOS;FURGONETA PESADA;;;2017;DIESEL;1301;ODOMETRO VEHICULO;51041;43
PESADOS;FURGONETA PESADA;;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;15;37
PESADOS;FURGONETA PESADA;;;2018;DIESEL;1301;ODOMETRO VEHICULO;50144;97
PESADOS;FURGONETA PESADA;;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;17;88
PESADOS;FURGONETA PESADA;;;2019;DIESEL;1301;ODOMETRO VEHICULO;67361;283
PESADOS;FURGONETA PESADA;;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;19;252
PESADOS;FURGONETA PESADA;;;2020;DIESEL;1301;ODOMETRO VEHICULO;41410;48
PESADOS;FURGONETA PESADA;;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;27;45
PESADOS;FURGONETA PESADA;;;2021;DIESEL;1301;ODOMETRO VEHICULO;25229;28
PESADOS;FURGONETA PESADA;;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;25;26
PESADOS;FURGONETA PESADA;;;2022;DIESEL;1301;ODOMETRO VEHICULO;51936;4
PESADOS;FURGONETA PESADA;;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;23;4
PESADOS;FURGONETA PESADA;;;2023;DIESEL;1301;ODOMETRO VEHICULO;8427;8
PESADOS;FURGONETA PESADA;;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;29;7
PESADOS;FURGONETA PESADA;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;403640;17
PESADOS;FURGONETA PESADA;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;44;12
PESADOS;FURGONETA PESADA;ESCOLAR;;2007;DIESEL;1301;ODOMETRO VEHICULO;435980;41
PESADOS;FURGONETA PESADA;ESCOLAR;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;41;33
PESADOS;FURGONETA PESADA;ESCOLAR;;2003;DIESEL;1301;ODOMETRO VEHICULO;579804;11
PESADOS;FURGONETA PESADA;ESCOLAR;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;47;9
PESADOS;FURGONETA PESADA;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;614989;21
PESADOS;FURGONETA PESADA;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;50;18
PESADOS;FURGONETA PESADA;ESCOLAR;;2012;DIESEL;1301;ODOMETRO VEHICULO;304456;42
PESADOS;FURGONETA PESADA;ESCOLAR;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;4;29
PESADOS;FURGONETA PESADA;ESCOLAR;;2013;DIESEL;1301;ODOMETRO VEHICULO;238475;129
PESADOS;FURGONETA PESADA;ESCOLAR;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;10;86
PESADOS;FURGONETA PESADA;ESCOLAR;;2014;DIESEL;1301;ODOMETRO VEHICULO;215410;232
PESADOS;FURGONETA PESADA;ESCOLAR;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;9;165
PESADOS;FURGONETA PESADA;ESCOLAR;;2015;DIESEL;1301;ODOMETRO VEHICULO;187324;1031
PESADOS;FURGONETA PESADA;ESCOLAR;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;5;766
PESADOS;FURGONETA PESADA;ESCOLAR;;2016;DIESEL;1301;ODOMETRO VEHICULO;137898;1110
PESADOS;FURGONETA PESADA;ESCOLAR;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;7;847
PESADOS;FURGONETA PESADA;ESCOLAR;;2017;DIESEL;1301;ODOMETRO VEHICULO;123803;130
PESADOS;FURGONETA PESADA;ESCOLAR;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;5;101
PESADOS;FURGONETA PESADA;ESCOLAR;;2018;DIESEL;1301;ODOMETRO VEHICULO;149485;44
PESADOS;FURGONETA PESADA;ESCOLAR;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;9;32
PESADOS;FURGONETA PESADA;ESCOLAR;;2019;DIESEL;1301;ODOMETRO VEHICULO;99174;829
PESADOS;FURGONETA PESADA;ESCOLAR;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;23;694
PESADOS;FURGONETA PESADA;ESCOLAR;;2020;DIESEL;1301;ODOMETRO VEHICULO;92980;267
PESADOS;FURGONETA PESADA;ESCOLAR;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;28;239
PESADOS;FURGONETA PESADA;ESCOLAR;;2021;DIESEL;1301;ODOMETRO VEHICULO;201813;20
PESADOS;FURGONETA PESADA;ESCOLAR;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;35;19
PESADOS;FURGONETA PESADA;ESCOLAR;;2022;DIESEL;1301;ODOMETRO VEHICULO;47628;12
PESADOS;FURGONETA PESADA;ESCOLAR;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;25;12
PESADOS;FURGONETA PESADA;ESCOLAR;;2023;DIESEL;1301;ODOMETRO VEHICULO;39177;58
PESADOS;FURGONETA PESADA;ESCOLAR;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;23;51
PESADOS;FURGONETA PESADA;ESCOLAR;;2024;DIESEL;1301;ODOMETRO VEHICULO;18412;62
PESADOS;FURGONETA PESADA;ESCOLAR;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;20;54
PESADOS;FURGONETA PESADA;ESCOLAR;;2025;DIESEL;1301;ODOMETRO VEHICULO;142;7
PESADOS;FURGONETA PESADA;ESCOLAR;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;23;6
PESADOS;FURGONETA PESADA;TURISMO;;2006;DIESEL;1301;ODOMETRO VEHICULO;421489;13
PESADOS;FURGONETA PESADA;TURISMO;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;41;10
PESADOS;FURGONETA PESADA;TURISMO;;2008;DIESEL;1301;ODOMETRO VEHICULO;465171;3
PESADOS;FURGONETA PESADA;TURISMO;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;33;2
PESADOS;FURGONETA PESADA;TURISMO;;2011;DIESEL;1301;ODOMETRO VEHICULO;230133;6
PESADOS;FURGONETA PESADA;TURISMO;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;34;5
PESADOS;FURGONETA PESADA;TURISMO;;2013;DIESEL;1301;ODOMETRO VEHICULO;226633;35
PESADOS;FURGONETA PESADA;TURISMO;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;2;28
PESADOS;FURGONETA PESADA;TURISMO;;2014;DIESEL;1301;ODOMETRO VEHICULO;162050;8
PESADOS;FURGONETA PESADA;TURISMO;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;5;7
PESADOS;FURGONETA PESADA;TURISMO;;2015;DIESEL;1301;ODOMETRO VEHICULO;51879;8
PESADOS;FURGONETA PESADA;TURISMO;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;3;7
PESADOS;FURGONETA PESADA;TURISMO;;2019;DIESEL;1301;ODOMETRO VEHICULO;96795;60
PESADOS;FURGONETA PESADA;TURISMO;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;19;52
PESADOS;FURGONETA PESADA;TURISMO;;2020;DIESEL;1301;ODOMETRO VEHICULO;94556;17
