TIPODE;SUBTDE;CLASE;SUBCLASE;ANO FABRICACION;TIPO COMBUSTIBLE;CODIGO MAHA;DESCRIPCION MAHA;PROMEDIO VALOR;CANTIDAD VEHICULOS
PESADOS;FURGONETA PESADA;TURISMO;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;29;17
PESADOS;FURGONETA PESADA;TURISMO;;2021;DIESEL;1301;ODOMETRO VEHICULO;70949;8
PESADOS;FURGONETA PESADA;TURISMO;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;26;8
PESADOS;FURGONETA PESADA;TURISMO;;2022;DIESEL;1301;ODOMETRO VEHICULO;104154;2
PESADOS;FURGONETA PESADA;TURISMO;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;25;2
PESADOS;FURGONETA PESADA;TURISMO;;2023;DIESEL;1301;ODOMETRO VEHICULO;32323;9
PESADOS;FURGONETA PESADA;TURISMO;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;10;8
PESADOS;FURGONETA PESADA;TURISMO;;2024;DIESEL;1301;ODOMETRO VEHICULO;19990;2
PESADOS;FURGONETA PESADA;TURISMO;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;0;1
PESADOS;FURGONETA PESADA;TURISMO;;2025;DIESEL;1301;ODOMETRO VEHICULO;0;1
PESADOS;FURGONETA PESADA;TURISMO;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;8;1
PESADOS;FURGONETA PESADA;TURISMO;;2002;DIESEL;1301;ODOMETRO VEHICULO;443661;1
PESADOS;FURGONETA PESADA;TURISMO;;2008;DIESEL;1301;ODOMETRO VEHICULO;335642;2
PESADOS;FURGONETA PESADA;TURISMO;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;38;2
PESADOS;FURGONETA PESADA;TURISMO;;2011;DIESEL;1301;ODOMETRO VEHICULO;136554;10
PESADOS;FURGONETA PESADA;TURISMO;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;49;9
PESADOS;FURGONETA PESADA;TURISMO;;2013;DIESEL;1301;ODOMETRO VEHICULO;530237;11
PESADOS;FURGONETA PESADA;TURISMO;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;4;10
PESADOS;FURGONETA PESADA;TURISMO;;2019;DIESEL;1301;ODOMETRO VEHICULO;137002;17
PESADOS;FURGONETA PESADA;TURISMO;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;22;15
PESADOS;FURGONETA PESADA;TURISMO;;2020;DIESEL;1301;ODOMETRO VEHICULO;71834;5
PESADOS;FURGONETA PESADA;TURISMO;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;10;4
PESADOS;MICROBUS;;;1976;GASOLINA;1301;ODOMETRO VEHICULO;53703;16
PESADOS;MICROBUS;;;1976;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;560;11
PESADOS;MICROBUS;;;1976;GASOLINA;39003;O2 EN BAJAS;1;11
PESADOS;MICROBUS;;;1976;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;4;11
PESADOS;MICROBUS;;;1976;GASOLINA;39008;RPM EN RALENTI;907;11
PESADOS;MICROBUS;;;1976;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;274;11
PESADOS;MICROBUS;;;1976;GASOLINA;39503;O2 EN ALTAS RPM;0;11
PESADOS;MICROBUS;;;1976;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;5;11
PESADOS;MICROBUS;;;1976;GASOLINA;39508;RPM EN ALTAS;2497;9
PESADOS;MICROBUS;;;1989;GASOLINA;1301;ODOMETRO VEHICULO;195432;2
PESADOS;MICROBUS;;;1993;GASOLINA;1301;ODOMETRO VEHICULO;58241;4
PESADOS;MICROBUS;;;1993;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;1171;3
PESADOS;MICROBUS;;;1993;GASOLINA;39003;O2 EN BAJAS;5;3
PESADOS;MICROBUS;;;1993;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;3
PESADOS;MICROBUS;;;1993;GASOLINA;39008;RPM EN RALENTI;880;3
PESADOS;MICROBUS;;;1993;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;126;3
PESADOS;MICROBUS;;;1993;GASOLINA;39503;O2 EN ALTAS RPM;1;3
PESADOS;MICROBUS;;;1993;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;3
PESADOS;MICROBUS;;;1993;GASOLINA;39508;RPM EN ALTAS;2480;3
PESADOS;MICROBUS;;;1994;DIESEL;1301;ODOMETRO VEHICULO;434211;3
PESADOS;MICROBUS;;;1994;DIESEL;38501;OPACIDAD - VEHI. DIE;20;1
PESADOS;MICROBUS;;;1995;DIESEL;1301;ODOMETRO VEHICULO;231743;10
PESADOS;MICROBUS;;;1995;DIESEL;38501;OPACIDAD - VEHI. DIE;30;4
PESADOS;MICROBUS;;;1995;GASOLINA;1301;ODOMETRO VEHICULO;172271;1
PESADOS;MICROBUS;;;1996;DIESEL;1301;ODOMETRO VEHICULO;624546;39
PESADOS;MICROBUS;;;1996;DIESEL;38501;OPACIDAD - VEHI. DIE;24;18
PESADOS;MICROBUS;;;1997;DIESEL;1301;ODOMETRO VEHICULO;588357;10
PESADOS;MICROBUS;;;1997;DIESEL;38501;OPACIDAD - VEHI. DIE;19;3
PESADOS;MICROBUS;;;1998;DIESEL;1301;ODOMETRO VEHICULO;149629;28
PESADOS;MICROBUS;;;1998;DIESEL;38501;OPACIDAD - VEHI. DIE;33;15
PESADOS;MICROBUS;;;1999;DIESEL;1301;ODOMETRO VEHICULO;288260;44
PESADOS;MICROBUS;;;1999;DIESEL;38501;OPACIDAD - VEHI. DIE;23;21
PESADOS;MICROBUS;;;2000;DIESEL;1301;ODOMETRO VEHICULO;191857;7
PESADOS;MICROBUS;;;2000;DIESEL;38501;OPACIDAD - VEHI. DIE;34;5
PESADOS;MICROBUS;;;2001;DIESEL;1301;ODOMETRO VEHICULO;399772;156
PESADOS;MICROBUS;;;2001;DIESEL;38501;OPACIDAD - VEHI. DIE;20;80
PESADOS;MICROBUS;;;2002;DIESEL;1301;ODOMETRO VEHICULO;358643;284
PESADOS;MICROBUS;;;2002;DIESEL;38501;OPACIDAD - VEHI. DIE;29;158
PESADOS;MICROBUS;;;2002;GASOLINA;1301;ODOMETRO VEHICULO;246776;10
PESADOS;MICROBUS;;;2002;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;49;6
PESADOS;MICROBUS;;;2002;GASOLINA;39003;O2 EN BAJAS;1;6
PESADOS;MICROBUS;;;2002;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;6
PESADOS;MICROBUS;;;2002;GASOLINA;39008;RPM EN RALENTI;780;6
PESADOS;MICROBUS;;;2002;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;22;6
PESADOS;MICROBUS;;;2002;GASOLINA;39503;O2 EN ALTAS RPM;1;6
PESADOS;MICROBUS;;;2002;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;6
PESADOS;MICROBUS;;;2002;GASOLINA;39508;RPM EN ALTAS;2453;6
PESADOS;MICROBUS;;;2003;DIESEL;1301;ODOMETRO VEHICULO;336490;183
PESADOS;MICROBUS;;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;26;102
PESADOS;MICROBUS;;;2004;DIESEL;1301;ODOMETRO VEHICULO;323548;568
PESADOS;MICROBUS;;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;32;358
PESADOS;MICROBUS;;;2005;DIESEL;1301;ODOMETRO VEHICULO;331344;673
PESADOS;MICROBUS;;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;34;428
PESADOS;MICROBUS;;;2006;DIESEL;1301;ODOMETRO VEHICULO;304680;520
PESADOS;MICROBUS;;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;35;333
PESADOS;MICROBUS;;;2006;GASOLINA;1301;ODOMETRO VEHICULO;8537;1
PESADOS;MICROBUS;;;2006;GASOLINA;39001;HIDROCARBUROS NO COMBUSTIONADOS (HC) RAL;27;1
PESADOS;MICROBUS;;;2006;GASOLINA;39003;O2 EN BAJAS;0;1
PESADOS;MICROBUS;;;2006;GASOLINA;39005;MONOXIDO DE CARBONO (CO) RALENTI;0;1
PESADOS;MICROBUS;;;2006;GASOLINA;39008;RPM EN RALENTI;620;1
PESADOS;MICROBUS;;;2006;GASOLINA;39501;HIDROCARBUROS NO COMBUSTIONADOS (HC) 250;2;1
PESADOS;MICROBUS;;;2006;GASOLINA;39503;O2 EN ALTAS RPM;0;1
PESADOS;MICROBUS;;;2006;GASOLINA;39505;MONOXIDO DE CARBONO (CO) 2500 RPM;0;1
PESADOS;MICROBUS;;;2006;GASOLINA;39508;RPM EN ALTAS;2650;1
PESADOS;MICROBUS;;;2007;DIESEL;1301;ODOMETRO VEHICULO;349239;292
PESADOS;MICROBUS;;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;34;183
PESADOS;MICROBUS;;;2008;DIESEL;1301;ODOMETRO VEHICULO;364850;948
PESADOS;MICROBUS;;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;35;602
PESADOS;MICROBUS;;;2009;DIESEL;1301;ODOMETRO VEHICULO;277957;460
PESADOS;MICROBUS;;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;33;301
PESADOS;MICROBUS;;;2010;DIESEL;1301;ODOMETRO VEHICULO;274198;200
PESADOS;MICROBUS;;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;35;134
PESADOS;MICROBUS;;;2011;DIESEL;1301;ODOMETRO VEHICULO;281420;379
PESADOS;MICROBUS;;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;39;264
PESADOS;MICROBUS;;;2012;DIESEL;1301;ODOMETRO VEHICULO;187210;419
PESADOS;MICROBUS;;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;39;321
PESADOS;MICROBUS;;;2013;DIESEL;1301;ODOMETRO VEHICULO;187621;641
PESADOS;MICROBUS;;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;37;455
PESADOS;MICROBUS;;;2014;DIESEL;1301;ODOMETRO VEHICULO;198075;589
PESADOS;MICROBUS;;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;33;409
PESADOS;MICROBUS;;;2015;DIESEL;1301;ODOMETRO VEHICULO;144724;482
PESADOS;MICROBUS;;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;27;341
PESADOS;MICROBUS;;;2016;DIESEL;1301;ODOMETRO VEHICULO;143179;317
PESADOS;MICROBUS;;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;37;241
PESADOS;MICROBUS;;;2017;DIESEL;1301;ODOMETRO VEHICULO;24845;9
PESADOS;MICROBUS;;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;38;7
PESADOS;MICROBUS;;;2018;DIESEL;1301;ODOMETRO VEHICULO;130894;17
PESADOS;MICROBUS;;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;12;14
PESADOS;MICROBUS;;;2019;DIESEL;1301;ODOMETRO VEHICULO;2131;5
PESADOS;MICROBUS;;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;23;5
PESADOS;MICROBUS;;;2020;DIESEL;1301;ODOMETRO VEHICULO;74565;9
PESADOS;MICROBUS;;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;7;4
PESADOS;MICROBUS;;;2021;DIESEL;1301;ODOMETRO VEHICULO;16550;2
PESADOS;MICROBUS;;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;21;1
PESADOS;MICROBUS;;;2022;DIESEL;1301;ODOMETRO VEHICULO;11289;6
PESADOS;MICROBUS;;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;29;6
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;259880;15
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;41;5
PESADOS;MICROBUS;ESCOLAR;;2001;DIESEL;1301;ODOMETRO VEHICULO;455803;60
PESADOS;MICROBUS;ESCOLAR;;2001;DIESEL;38501;OPACIDAD - VEHI. DIE;33;37
PESADOS;MICROBUS;ESCOLAR;;2002;DIESEL;1301;ODOMETRO VEHICULO;505302;175
PESADOS;MICROBUS;ESCOLAR;;2002;DIESEL;38501;OPACIDAD - VEHI. DIE;28;104
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;1301;ODOMETRO VEHICULO;352529;186
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;36;109
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;1301;ODOMETRO VEHICULO;408392;300
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;33;190
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;377241;1393
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;37;898
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;1301;ODOMETRO VEHICULO;392765;1266
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;37;822
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;1301;ODOMETRO VEHICULO;376794;624
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;32;388
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;1301;ODOMETRO VEHICULO;394309;739
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;29;460
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;1301;ODOMETRO VEHICULO;352988;976
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;30;593
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;1301;ODOMETRO VEHICULO;331667;334
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;31;205
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;1301;ODOMETRO VEHICULO;324873;147
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;40;108
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;1301;ODOMETRO VEHICULO;268001;21
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;26;15
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;1301;ODOMETRO VEHICULO;439303;45
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;37;26
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;1301;ODOMETRO VEHICULO;315272;14
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;12;6
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;88528;12
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;34;8
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;1301;ODOMETRO VEHICULO;354141;27
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;32;15
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;1301;ODOMETRO VEHICULO;356159;59
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;30;40
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;1301;ODOMETRO VEHICULO;271190;74
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;40;45
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;1301;ODOMETRO VEHICULO;263292;143
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;35;94
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;1301;ODOMETRO VEHICULO;452620;12
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;38;7
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;1301;ODOMETRO VEHICULO;213081;63
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;29;38
PESADOS;MICROBUS;ESCOLAR;;2012;DIESEL;1301;ODOMETRO VEHICULO;222539;491
PESADOS;MICROBUS;ESCOLAR;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;32;322
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;1301;ODOMETRO VEHICULO;233586;871
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;33;592
PESADOS;MICROBUS;ESCOLAR;;2014;DIESEL;1301;ODOMETRO VEHICULO;193307;588
PESADOS;MICROBUS;ESCOLAR;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;31;396
PESADOS;MICROBUS;ESCOLAR;;2015;DIESEL;1301;ODOMETRO VEHICULO;163853;1609
PESADOS;MICROBUS;ESCOLAR;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;33;1135
PESADOS;MICROBUS;ESCOLAR;;2016;DIESEL;1301;ODOMETRO VEHICULO;134643;1706
PESADOS;MICROBUS;ESCOLAR;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;34;1220
PESADOS;MICROBUS;ESCOLAR;;2017;DIESEL;1301;ODOMETRO VEHICULO;108549;19
PESADOS;MICROBUS;ESCOLAR;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;28;9
PESADOS;MICROBUS;ESCOLAR;;2018;DIESEL;1301;ODOMETRO VEHICULO;125722;46
PESADOS;MICROBUS;ESCOLAR;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;29;25
PESADOS;MICROBUS;ESCOLAR;;2019;DIESEL;1301;ODOMETRO VEHICULO;69527;14
PESADOS;MICROBUS;ESCOLAR;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;18;7
PESADOS;MICROBUS;ESCOLAR;;2020;DIESEL;1301;ODOMETRO VEHICULO;106270;81
PESADOS;MICROBUS;ESCOLAR;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;26;67
PESADOS;MICROBUS;ESCOLAR;;2021;DIESEL;1301;ODOMETRO VEHICULO;39629;10
PESADOS;MICROBUS;ESCOLAR;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;16;8
PESADOS;MICROBUS;ESCOLAR;;2023;DIESEL;1301;ODOMETRO VEHICULO;6119;5
PESADOS;MICROBUS;ESCOLAR;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;30;4
PESADOS;MICROBUS;ESCOLAR;;2024;DIESEL;1301;ODOMETRO VEHICULO;28831;5
PESADOS;MICROBUS;ESCOLAR;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;40;4
PESADOS;MICROBUS;ESCOLAR;;2025;DIESEL;1301;ODOMETRO VEHICULO;774;10
PESADOS;MICROBUS;ESCOLAR;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;14;5
PESADOS;MICROBUS;ESCOLAR;;2002;DIESEL;1301;ODOMETRO VEHICULO;271773;11
PESADOS;MICROBUS;ESCOLAR;;2002;DIESEL;38501;OPACIDAD - VEHI. DIE;35;7
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;1301;ODOMETRO VEHICULO;382812;12
PESADOS;MICROBUS;ESCOLAR;;2003;DIESEL;38501;OPACIDAD - VEHI. DIE;32;5
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;1301;ODOMETRO VEHICULO;284446;105
PESADOS;MICROBUS;ESCOLAR;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;29;59
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;1301;ODOMETRO VEHICULO;468322;312
PESADOS;MICROBUS;ESCOLAR;;2005;DIESEL;38501;OPACIDAD - VEHI. DIE;38;193
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;1301;ODOMETRO VEHICULO;350676;67
PESADOS;MICROBUS;ESCOLAR;;2006;DIESEL;38501;OPACIDAD - VEHI. DIE;37;35
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;1301;ODOMETRO VEHICULO;398395;93
PESADOS;MICROBUS;ESCOLAR;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;28;50
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;1301;ODOMETRO VEHICULO;270939;132
PESADOS;MICROBUS;ESCOLAR;;2008;DIESEL;38501;OPACIDAD - VEHI. DIE;32;80
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;1301;ODOMETRO VEHICULO;248175;111
PESADOS;MICROBUS;ESCOLAR;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;32;72
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;1301;ODOMETRO VEHICULO;304164;200
PESADOS;MICROBUS;ESCOLAR;;2010;DIESEL;38501;OPACIDAD - VEHI. DIE;30;123
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;1301;ODOMETRO VEHICULO;316764;728
PESADOS;MICROBUS;ESCOLAR;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;36;476
PESADOS;MICROBUS;ESCOLAR;;2012;DIESEL;1301;ODOMETRO VEHICULO;248081;597
PESADOS;MICROBUS;ESCOLAR;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;37;413
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;1301;ODOMETRO VEHICULO;215883;528
PESADOS;MICROBUS;ESCOLAR;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;35;365
PESADOS;MICROBUS;ESCOLAR;;2014;DIESEL;1301;ODOMETRO VEHICULO;206841;1118
PESADOS;MICROBUS;ESCOLAR;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;34;743
PESADOS;MICROBUS;ESCOLAR;;2015;DIESEL;1301;ODOMETRO VEHICULO;164072;900
PESADOS;MICROBUS;ESCOLAR;;2015;DIESEL;38501;OPACIDAD - VEHI. DIE;32;607
PESADOS;MICROBUS;ESCOLAR;;2016;DIESEL;1301;ODOMETRO VEHICULO;182302;324
PESADOS;MICROBUS;ESCOLAR;;2016;DIESEL;38501;OPACIDAD - VEHI. DIE;31;214
PESADOS;MICROBUS;ESCOLAR;;2017;DIESEL;1301;ODOMETRO VEHICULO;111300;155
PESADOS;MICROBUS;ESCOLAR;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;25;95
PESADOS;MICROBUS;ESCOLAR;;2018;DIESEL;1301;ODOMETRO VEHICULO;114628;36
PESADOS;MICROBUS;ESCOLAR;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;22;24
PESADOS;MICROBUS;ESCOLAR;;2019;DIESEL;1301;ODOMETRO VEHICULO;79850;87
PESADOS;MICROBUS;ESCOLAR;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;15;57
PESADOS;MICROBUS;ESCOLAR;;2020;DIESEL;1301;ODOMETRO VEHICULO;62934;88
PESADOS;MICROBUS;ESCOLAR;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;13;50
PESADOS;MICROBUS;ESCOLAR;;2021;DIESEL;1301;ODOMETRO VEHICULO;62760;3
PESADOS;MICROBUS;ESCOLAR;;2021;DIESEL;38501;OPACIDAD - VEHI. DIE;11;4
PESADOS;MICROBUS;ESCOLAR;;2022;DIESEL;1301;ODOMETRO VEHICULO;75566;1
PESADOS;MICROBUS;ESCOLAR;;2022;DIESEL;38501;OPACIDAD - VEHI. DIE;4;1
PESADOS;MICROBUS;ESCOLAR;;2023;DIESEL;1301;ODOMETRO VEHICULO;26592;5
PESADOS;MICROBUS;ESCOLAR;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;4;3
PESADOS;MICROBUS;ESCOLAR;;2024;DIESEL;1301;ODOMETRO VEHICULO;5855;8
PESADOS;MICROBUS;ESCOLAR;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;1;4
PESADOS;MICROBUS;ESCOLAR;;2025;DIESEL;1301;ODOMETRO VEHICULO;2754;1
PESADOS;MICROBUS;ESCOLAR;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;4;1
PESADOS;MICROBUS;INTERPARROQUIAL;;2014;DIESEL;1301;ODOMETRO VEHICULO;366221;26
PESADOS;MICROBUS;INTERPARROQUIAL;;2014;DIESEL;38501;OPACIDAD - VEHI. DIE;36;17
PESADOS;MICROBUS;INTERPARROQUIAL;;2017;DIESEL;1301;ODOMETRO VEHICULO;120095;10
PESADOS;MICROBUS;INTERPARROQUIAL;;2017;DIESEL;38501;OPACIDAD - VEHI. DIE;46;7
PESADOS;MICROBUS;INTERPARROQUIAL;;2018;DIESEL;1301;ODOMETRO VEHICULO;213247;36
PESADOS;MICROBUS;INTERPARROQUIAL;;2018;DIESEL;38501;OPACIDAD - VEHI. DIE;34;25
PESADOS;MICROBUS;INTERPARROQUIAL;;2019;DIESEL;1301;ODOMETRO VEHICULO;177525;56
PESADOS;MICROBUS;INTERPARROQUIAL;;2019;DIESEL;38501;OPACIDAD - VEHI. DIE;20;35
PESADOS;MICROBUS;INTERPARROQUIAL;;2020;DIESEL;1301;ODOMETRO VEHICULO;126386;74
PESADOS;MICROBUS;INTERPARROQUIAL;;2020;DIESEL;38501;OPACIDAD - VEHI. DIE;14;43
PESADOS;MICROBUS;INTERPARROQUIAL;;2023;DIESEL;1301;ODOMETRO VEHICULO;39744;2
PESADOS;MICROBUS;INTERPARROQUIAL;;2023;DIESEL;38501;OPACIDAD - VEHI. DIE;1;1
PESADOS;MICROBUS;INTERPARROQUIAL;;2024;DIESEL;1301;ODOMETRO VEHICULO;8710;8
PESADOS;MICROBUS;INTERPARROQUIAL;;2024;DIESEL;38501;OPACIDAD - VEHI. DIE;1;5
PESADOS;MICROBUS;INTERPARROQUIAL;;2025;DIESEL;1301;ODOMETRO VEHICULO;582;2
PESADOS;MICROBUS;INTERPARROQUIAL;;2025;DIESEL;38501;OPACIDAD - VEHI. DIE;1;1
PESADOS;MICROBUS;TURISMO;;2004;DIESEL;1301;ODOMETRO VEHICULO;209522;6
PESADOS;MICROBUS;TURISMO;;2004;DIESEL;38501;OPACIDAD - VEHI. DIE;37;4
PESADOS;MICROBUS;TURISMO;;2007;DIESEL;1301;ODOMETRO VEHICULO;365951;1
PESADOS;MICROBUS;TURISMO;;2007;DIESEL;38501;OPACIDAD - VEHI. DIE;5;1
PESADOS;MICROBUS;TURISMO;;2009;DIESEL;1301;ODOMETRO VEHICULO;319751;10
PESADOS;MICROBUS;TURISMO;;2009;DIESEL;38501;OPACIDAD - VEHI. DIE;28;7
PESADOS;MICROBUS;TURISMO;;2011;DIESEL;1301;ODOMETRO VEHICULO;60759;17
PESADOS;MICROBUS;TURISMO;;2011;DIESEL;38501;OPACIDAD - VEHI. DIE;37;13
PESADOS;MICROBUS;TURISMO;;2012;DIESEL;1301;ODOMETRO VEHICULO;210388;35
PESADOS;MICROBUS;TURISMO;;2012;DIESEL;38501;OPACIDAD - VEHI. DIE;44;24
PESADOS;MICROBUS;TURISMO;;2013;DIESEL;1301;ODOMETRO VEHICULO;213485;31
PESADOS;MICROBUS;TURISMO;;2013;DIESEL;38501;OPACIDAD - VEHI. DIE;22;22
PESADOS;MICROBUS;TURISMO;;2014;DIESEL;1301;ODOMETRO VEHICULO;174104;15
